ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
LLY,2024-01-03,1.739,1.68,-2.567,0,0.243558,0.04216,5.827,65.31,8.084,1.317,1.987,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.3915
EOG,2023-07-25,0.764,-0.917,-1.099,0,0.005581,0.01846,8.854,78.08,19.296,0.024,1.073,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.3384
GOOGL,2024-02-23,0.606,-0.945,0.516,0,-0.068068,-0.0009,-0.808,53.87,10.695,-0.291,0.505,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.432
IBM,2024-11-21,1.214,0.564,-2.421,0,0.084746,0.0357,5.963,73.31,8.277,0.564,1.739,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4071
BMY,2024-05-14,1.014,0.025,0.237,0,0.049414,-0.0078,-2.075,25.96,18.253,0.71,1.465,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,ORGANIC,0.1228
BAC,2024-05-03,0.821,-0.459,-0.182,0,0.047871,0.00998,0.891,59.53,11.074,1.003,0.66,3.75,0.0,0.0,0.033,0.433,0.142,0,0,0,0,NEUTRAL,0.4002
PATH,2024-01-12,0.759,-0.601,-1.013,0,-0.069608,-0.01788,-8.566,22.1,24.159,0.0,1.078,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.3478
MSFT,2024-12-03,0.838,-0.852,0.787,0,-0.03863,0.00051,2.52,58.85,5.615,-0.265,0.625,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.4715
PEP,2023-07-14,0.829,-0.534,0.466,0,0.041288,0.00362,1.492,55.68,3.121,0.176,0.67,3.75,0.0,0.0,0.033,0.433,0.102,0,0,0,0,NEUTRAL,0.3987
BABA,2024-12-12,0.625,-0.9,0.344,1,-0.166528,0.00281,2.397,58.12,10.778,0.062,1.043,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.3877
BBBY,2023-11-01,0.776,-0.559,-1.403,0,-0.132046,-0.02204,-4.191,51.11,24.257,2.885,1.101,3.75,0.0,0.0,0.0,0.5,0.165,0,0,0,0,NEUTRAL,0.385
BBBY,2023-10-12,1.247,0.648,-5.746,1,-0.266324,-0.07249,-9.768,36.91,32.916,-0.433,1.187,3.75,0.0,0.0,0.0,0.5,0.165,0,0,0,0,NEUTRAL,0.4356
UNH,2024-11-12,0.844,-0.404,-0.848,1,-0.294766,-0.01707,6.497,73.9,14.727,-0.907,0.863,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.3962
NOK,2024-10-14,0.725,-0.683,-0.193,0,-0.044774,0.00913,1.277,50.0,6.534,0.229,0.675,3.75,0.0,0.1,0.0,0.467,0.106,0,0,0,0,NEUTRAL,0.4078
F,2024-05-14,0.756,-0.76,-0.136,0,0.067044,0.00888,0.947,42.09,10.357,0.892,1.027,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.3789
BLK,2024-02-13,0.991,-0.055,-1.964,0,-0.026825,-0.02999,-1.46,45.61,3.818,-2.059,1.616,3.75,0.033,0.033,0.0,0.467,0.088,0,0,0,0,NEUTRAL,0.418
GOOGL,2024-08-23,0.525,-1.221,-0.586,0,-0.048052,0.01105,0.645,62.54,9.757,0.562,0.79,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.4291
META,2024-07-05,1.798,2.364,-4.075,1,0.056217,0.05707,6.66,69.09,8.21,0.322,2.062,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,ORGANIC,0.159
UNH,2024-04-15,1.223,0.467,-0.241,1,0.119701,0.01453,-5.521,25.64,17.646,0.638,0.804,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.4308
LLY,2024-11-21,0.749,-0.387,0.285,1,-0.187418,-0.00464,-7.074,35.42,25.631,-0.968,0.762,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.3536
SOFI,2023-08-03,0.717,-0.372,0.419,1,-0.360244,-0.00298,5.767,58.49,28.645,-1.587,0.534,3.75,0.0,0.0,0.133,0.4,0.112,0,0,0,0,NEUTRAL,0.4525
CAT,2024-12-03,0.781,-0.505,-0.026,1,0.000719,-0.00811,0.947,55.94,10.566,0.251,1.091,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.4249
SNOW,2024-04-04,0.942,-0.176,-0.156,0,-0.082812,-0.01104,-5.015,37.14,9.514,0.059,1.314,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.403
AMC,2024-04-15,1.013,0.018,-5.78,0,0.089006,-0.07034,-28.767,13.51,77.137,0.755,1.729,3.75,0.0,0.067,0.033,0.567,0.077,0,0,0,0,NEUTRAL,0.4334
CVNA,2023-07-05,0.352,-0.628,0.158,0,-0.173275,0.00194,11.262,55.23,60.35,2.674,0.752,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3672
TLRY,2023-07-14,1.201,0.675,-7.087,0,-0.048182,-0.08651,1.966,57.29,19.291,-1.657,1.235,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,HYPE,0.7801
AI,2024-03-05,0.908,-0.104,-7.34,3,-0.403676,-0.08608,6.336,55.38,43.649,-3.141,1.277,3.75,0.0,0.033,0.067,0.333,0.099,0,0,0,0,NEUTRAL,0.352
TGT,2024-08-23,0.574,-0.479,-0.497,1,-0.033135,0.01066,11.612,87.03,24.804,0.485,0.751,3.75,0.0,0.033,0.033,0.467,0.081,0,0,0,0,NEUTRAL,0.3582
NEM,2024-03-14,1.136,0.383,0.671,1,0.034544,-0.00467,5.028,67.05,21.102,-1.542,0.866,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,NEUTRAL,0.4233
DKNG,2024-05-03,2.746,3.609,-0.066,1,0.444451,-0.02852,-2.372,42.78,16.331,5.415,2.221,3.75,0.0,0.033,0.033,0.467,0.087,0,0,1,0,ORGANIC,0.2048
MS,2024-04-24,0.635,-0.568,0.539,2,-0.062847,0.00096,2.543,54.52,11.034,-0.693,0.402,3.75,0.033,0.0,0.0,0.433,0.073,0,0,0,0,NEUTRAL,0.4169
NKE,2024-08-14,1.099,0.3,1.073,1,0.19769,0.00025,6.416,74.84,10.761,-0.637,0.885,3.75,0.067,0.033,0.0,0.5,0.118,0,0,0,0,NEUTRAL,0.4009
GOOGL,2025-02-14,0.677,-0.781,0.188,1,-0.017053,-0.0049,-4.537,43.31,14.361,-0.58,0.571,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.4226
MSFT,2024-06-04,0.776,-0.523,0.159,1,-0.071621,0.00615,-0.912,50.27,7.22,-0.264,0.923,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.433
NOW,2024-12-12,0.543,-1.398,0.435,0,-0.032616,0.00108,7.11,77.51,17.619,-0.544,0.757,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.3659
BABA,2024-05-03,1.239,0.649,-0.006,1,0.232801,0.01237,10.703,80.72,19.226,1.17,0.846,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.4084
NOW,2025-01-03,0.809,-0.482,-1.034,0,0.006139,0.01826,-2.452,33.51,10.746,0.47,0.744,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.4263
F,2024-11-21,0.848,-0.351,0.196,0,0.015776,0.0065,0.035,65.74,14.49,0.466,0.971,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.382
UNH,2024-05-14,0.765,-0.454,0.347,0,-0.003807,0.00417,3.673,75.05,8.144,0.555,1.168,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.4364
MSFT,2023-12-01,1.214,0.699,0.053,0,0.116908,-0.01168,1.088,55.56,9.369,-0.567,1.239,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.3927
ORCL,2024-11-01,0.994,-0.021,-0.305,0,0.140992,0.01291,-2.184,37.07,5.469,1.376,1.255,3.75,0.0,0.0,0.0,0.6,0.101,1,0,0,0,ORGANIC,0.1928
INTC,2024-10-14,0.38,-0.97,-0.13,0,-0.051137,-0.00511,3.094,56.19,15.929,0.085,0.595,3.75,0.033,0.233,0.0,0.6,0.093,0,0,0,0,NEUTRAL,0.3737
AMD,2024-06-04,0.97,-0.087,-1.207,1,-0.007994,-0.02201,-0.63,57.25,15.478,-0.434,0.801,3.75,0.0,0.033,0.067,0.667,0.096,0,0,0,0,NEUTRAL,0.3974
MRK,2023-08-23,1.414,1.675,-2.381,0,0.101186,0.03725,3.816,69.85,6.663,2.574,1.199,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,NEUTRAL,0.3635
BLK,2024-12-12,0.91,-0.257,0.306,0,0.088876,-0.00606,2.302,67.99,5.877,0.275,1.115,3.75,0.033,0.033,0.0,0.467,0.088,0,0,0,0,NEUTRAL,0.3794
AMGN,2024-04-04,0.879,-0.217,-1.428,0,0.004418,-0.02334,-2.843,45.67,7.336,0.594,1.878,3.75,0.0,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.3804
JPM,2024-09-04,1.092,0.492,0.652,0,0.06366,-0.00441,2.325,70.76,12.591,0.336,1.599,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1633
SNDL,2024-11-12,1.395,0.618,0.892,2,-0.304506,0.00501,-4.83,42.72,19.531,-0.503,0.871,3.75,0.0,0.0,0.067,0.4,0.093,0,0,0,0,HYPE,0.8259
AXP,2023-09-01,0.924,-0.414,-0.107,0,0.035762,0.01026,-1.095,30.59,7.09,0.684,0.639,3.75,0.0,0.0,0.0,0.4,0.116,1,0,0,0,ORGANIC,0.1885
WMT,2023-09-01,0.713,-0.522,0.073,0,0.046807,-0.00642,1.446,54.7,4.482,0.16,1.609,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.4289
F,2023-08-23,0.564,-1.06,-0.194,0,-0.044183,0.00755,-4.732,19.35,19.843,-0.421,0.667,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.3768
SNOW,2023-07-14,0.813,-0.472,-1.049,0,0.024456,-0.01879,2.201,52.22,12.953,0.391,1.218,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.4147
BYND,2023-11-10,1.002,0.004,-0.766,1,0.140021,0.01752,2.147,60.06,52.684,0.442,0.813,3.75,0.0,0.033,0.0,0.533,0.136,0,0,0,0,NEUTRAL,0.3786
CSCO,2023-10-23,1.176,0.909,-0.203,0,0.08021,-0.01389,-2.341,33.18,4.042,-0.208,1.045,3.75,0.0,0.067,0.0,0.467,0.061,1,0,0,0,ORGANIC,0.1631
META,2024-06-04,0.607,-1.937,0.502,0,-0.031796,-0.00105,0.984,53.66,4.274,-0.103,0.597,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3603
HON,2025-02-26,0.682,-0.618,0.366,0,-0.075083,-0.00317,-0.699,36.26,13.545,-0.552,0.844,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.39
V,2024-10-14,0.545,-0.595,-0.477,0,-0.001612,0.01017,0.711,66.19,8.635,0.446,1.082,3.75,0.033,0.0,0.0,0.4,0.096,0,0,0,0,NEUTRAL,0.4106
RIVN,2023-09-01,0.811,-0.378,-1.74,0,0.04966,0.0252,7.65,61.38,26.091,1.188,1.104,3.75,0.033,0.0,0.033,0.3,0.06,0,0,0,0,NEUTRAL,0.3433
HON,2023-08-03,0.777,-0.492,-0.462,2,-0.102227,-0.01247,-6.34,22.78,13.241,-0.062,0.833,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.3912
GM,2024-01-12,0.97,-0.078,-0.704,0,0.037783,-0.01687,-1.896,39.17,4.46,-0.53,1.124,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.4135
PFE,2025-01-03,0.798,-0.413,0.723,1,-0.008509,-0.00075,1.924,65.25,8.051,0.338,0.764,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.3883
SNAP,2024-10-14,0.897,-0.298,0.178,0,0.08659,-0.00721,5.133,59.38,16.587,-0.988,0.81,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.3846
GE,2024-08-05,1.084,0.206,-0.114,1,0.093816,-0.01205,-3.252,45.97,11.526,-4.86,1.318,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.4497
UPST,2023-09-22,0.739,-1.131,-1.254,0,0.033773,-0.02013,-12.761,17.55,26.621,1.107,1.158,3.75,0.0,0.033,0.033,0.333,0.073,0,0,0,0,NEUTRAL,0.4544
LOW,2024-05-03,0.894,-0.625,-0.216,0,-0.007194,0.01105,0.3,57.7,7.613,1.751,1.47,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.4153
GE,2025-02-14,0.749,-0.564,0.706,0,0.010784,-0.00043,3.722,76.41,15.391,0.144,1.008,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.4199
CRM,2023-11-10,0.983,-0.092,-0.74,0,0.00072,0.01709,4.075,67.83,10.279,-0.29,1.426,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1798
CMCSA,2024-03-25,0.846,-0.435,0.612,1,-0.108918,-0.00234,-0.086,56.74,4.633,0.304,0.886,3.75,0.0,0.0,0.033,0.433,0.139,0,0,0,0,NEUTRAL,0.3297
SBUX,2023-11-01,2.324,3.3,1.359,1,0.279573,-0.0097,-1.794,49.65,4.598,-0.444,0.958,3.75,0.0,0.0,0.0,0.7,0.087,0,0,1,0,NEUTRAL,0.4102
RCL,2024-02-23,0.776,-0.499,0.246,1,0.144223,-0.00532,1.049,46.6,14.013,-1.093,0.869,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.1735
U,2023-07-25,0.527,-1.066,-0.276,0,-0.133101,-0.00807,-1.335,53.89,20.213,1.102,0.63,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.4047
LLY,2025-01-27,1.049,0.091,-1.849,1,-0.053097,0.02857,4.701,55.6,11.219,-0.853,1.084,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.3359
JPM,2024-03-05,0.889,-0.677,-0.113,0,-0.021579,0.00997,4.437,88.07,10.285,-0.171,1.289,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1653
COP,2025-01-15,0.624,-0.499,0.052,0,-0.045228,0.0057,6.09,88.43,12.811,0.133,0.645,3.75,0.033,0.1,0.0,0.333,0.068,0,0,0,0,NEUTRAL,0.4274
MRK,2024-01-12,0.768,-0.43,0.599,0,-0.065397,0.00169,6.378,96.22,19.455,-0.304,0.566,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.1785
PINS,2023-07-25,1.23,0.656,-0.893,0,0.030618,-0.02146,-3.218,46.23,13.69,-0.144,0.963,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.3996
NFLX,2024-03-05,1.078,0.302,-1.736,0,0.05423,-0.02854,2.773,65.05,13.825,-0.93,1.575,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.3932
DE,2023-09-13,0.664,-0.766,0.657,0,-0.033634,-7e-05,-0.366,55.98,11.464,-0.104,0.884,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.3686
MMM,2024-10-14,0.648,-0.602,-0.102,0,-0.026871,0.00747,0.21,44.82,4.549,-0.26,1.058,3.75,0.0,0.0,0.033,0.433,0.063,0,0,0,0,NEUTRAL,0.4277
CCL,2024-06-04,1.691,2.186,-4.118,0,0.145138,0.05646,11.741,68.91,19.277,0.999,1.293,3.75,0.033,0.067,0.0,0.533,0.068,0,0,0,0,ORGANIC,0.2178
WMT,2024-04-24,1.313,1.573,-0.007,0,0.118539,0.01311,0.07,53.41,2.89,-0.186,1.285,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.4439
ROKU,2024-02-13,2.157,3.351,-6.598,1,0.232642,-0.09162,-0.47,52.38,16.705,-4.494,1.915,3.75,0.033,0.067,0.0,0.467,0.124,0,0,1,0,ORGANIC,0.2037
NOK,2024-07-16,1.304,1.061,0.284,0,0.011692,-0.01026,1.677,60.87,11.53,-2.041,0.975,3.75,0.0,0.1,0.0,0.467,0.106,0,0,0,0,HYPE,0.8002
RBLX,2024-10-23,0.778,-0.301,0.463,0,0.001238,-0.00315,-1.593,43.63,14.097,2.688,1.535,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.3949
AVGO,2023-12-01,0.99,-0.016,0.529,2,-0.415154,0.0046,-1.561,42.32,14.425,-0.353,1.173,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.4105
ROKU,2024-05-14,1.923,1.219,-1.568,1,0.346224,0.03431,4.676,50.93,11.956,1.795,2.147,3.75,0.033,0.067,0.0,0.467,0.124,0,0,1,0,NEUTRAL,0.4428
BMY,2024-07-05,0.777,-0.644,0.27,1,-0.148928,0.00506,-2.96,38.12,7.872,0.71,0.479,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,ORGANIC,0.1571
PFE,2024-09-24,0.743,-0.764,0.095,1,-0.028624,0.00646,1.055,64.64,7.262,-0.205,0.821,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.4074
RCL,2023-10-23,1.256,0.82,-0.294,0,0.078949,0.01537,-7.497,36.74,17.595,0.187,1.252,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.1844
AAL,2024-05-03,0.658,-1.147,0.586,0,-0.045082,-0.00072,0.548,62.67,11.787,1.01,0.766,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.42
ADBE,2023-08-03,0.695,-0.741,-0.538,1,-0.074551,-0.01241,0.721,53.95,11.5,-1.377,0.754,3.75,0.0,0.0,0.0,0.567,0.083,0,0,0,0,NEUTRAL,0.356
COIN,2024-06-25,0.913,-0.439,-3.515,0,0.085466,0.04332,-7.382,38.87,19.433,2.209,0.883,3.75,0.0,0.067,0.067,0.367,0.044,0,0,0,0,NEUTRAL,0.353
KO,2024-09-04,1.361,1.726,0.744,0,0.054677,-0.00618,3.647,84.55,9.268,0.397,1.683,3.75,0.0,0.033,0.0,0.467,0.109,0,0,0,0,ORGANIC,0.2306
ADBE,2024-07-16,0.444,-1.198,0.297,0,-0.085221,0.00147,2.909,74.46,14.762,-0.196,0.761,3.75,0.0,0.0,0.0,0.567,0.083,0,0,0,0,NEUTRAL,0.3666
ABBV,2023-08-03,0.785,-0.575,0.564,1,-0.168101,-0.00221,5.627,76.18,18.438,-0.281,0.435,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.4332
AXP,2024-10-03,0.608,-1.096,-0.252,1,-0.050365,-0.00864,2.255,65.21,12.926,-0.472,0.777,3.75,0.0,0.0,0.0,0.4,0.116,1,0,0,0,ORGANIC,0.1265
RCL,2023-07-14,0.803,-0.639,-0.719,0,0.051804,-0.01533,-2.173,49.58,11.248,0.091,0.983,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.1553
PEP,2025-02-05,1.311,1.03,-0.201,1,0.24181,0.01501,-1.422,51.61,8.34,-0.07,1.117,3.75,0.0,0.0,0.033,0.433,0.102,0,0,0,0,NEUTRAL,0.424
GM,2024-06-25,0.973,-0.049,-2.56,1,0.296631,-0.03598,0.34,57.07,15.818,-0.229,2.026,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.411
DE,2024-10-14,0.887,-0.279,0.07,0,-0.0069,-0.00821,-0.084,48.17,5.579,-0.742,1.447,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.3717
NCLH,2023-09-01,0.732,-1.188,-0.294,0,-0.065161,-0.01031,-4.988,31.08,14.624,0.483,0.947,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3807
NOW,2024-04-15,1.232,0.964,-3.048,0,0.090611,-0.04374,-4.071,35.08,6.211,0.038,1.881,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.4122
AMZN,2024-10-14,0.625,-0.817,-0.053,0,-0.022416,-0.0068,0.003,39.83,7.997,0.508,0.824,3.75,0.0,0.067,0.033,0.533,0.053,0,0,0,0,NEUTRAL,0.4185
HD,2023-08-03,0.855,-0.575,0.444,0,0.014961,0.0041,2.559,75.96,10.394,-0.25,1.093,3.75,0.0,0.0,0.0,0.5,0.079,0,0,0,0,NEUTRAL,0.4342
GE,2024-04-04,1.117,0.269,-0.098,1,0.078279,0.01208,6.765,71.11,12.161,0.707,1.18,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.3941
SNAP,2024-06-25,1.221,0.865,-5.416,0,0.083087,0.06426,7.928,72.3,10.347,1.595,1.808,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.4106
ROKU,2024-12-12,0.434,-0.923,-0.196,2,-0.137447,-0.00633,9.143,72.65,34.524,-0.17,0.571,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.3814
PENN,2025-02-05,0.391,-1.076,0.2,0,-0.007551,-0.00192,3.598,57.11,13.124,0.526,0.644,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.3699
ROKU,2024-11-21,0.533,-0.538,0.489,0,-0.041655,-0.00044,-5.083,54.86,22.344,1.179,0.551,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.4262
GME,2023-10-03,1.153,0.364,-3.98,1,0.11028,-0.0527,-15.519,24.48,23.496,-0.65,1.0,3.75,0.033,0.033,0.033,0.433,0.079,0,0,0,0,HYPE,0.8166
BB,2025-02-26,1.257,0.727,-1.594,2,0.175285,0.02811,-2.8,49.57,42.566,1.426,0.458,3.75,0.0,0.0,0.067,0.4,0.088,0,0,0,0,NEUTRAL,0.4186
AMC,2023-12-01,1.108,0.206,-2.05,0,0.127002,0.03109,-13.852,34.07,71.317,0.15,1.195,3.75,0.0,0.067,0.033,0.567,0.077,0,0,0,0,NEUTRAL,0.3818
SNDL,2024-09-24,1.234,0.738,-0.766,1,0.053705,0.0198,-0.049,51.56,15.113,1.0,1.162,3.75,0.0,0.0,0.067,0.4,0.093,0,0,0,0,HYPE,0.7968
LLY,2024-12-12,0.672,-0.74,-1.047,0,-0.002657,-0.01733,0.019,61.95,16.377,0.088,1.444,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.4329
PLTR,2023-11-01,0.974,-0.081,0.164,0,0.018651,0.00808,-9.526,22.55,27.733,0.0,0.653,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.3594
F,2023-12-21,1.22,0.555,-3.357,1,-0.04809,0.04475,11.161,82.59,24.654,1.102,1.384,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.4064
CCL,2024-04-04,0.969,-0.053,-0.857,2,-0.151678,-0.01842,-7.788,34.34,15.016,1.63,1.352,3.75,0.033,0.067,0.0,0.533,0.068,0,0,0,0,NEUTRAL,0.4196
TLRY,2025-01-27,0.813,-0.845,-2.696,0,-0.088868,-0.03572,-13.861,16.98,42.21,-1.754,1.169,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,NEUTRAL,0.3849
DKNG,2024-01-24,2.039,2.083,1.595,3,-0.095636,0.00443,9.778,85.39,23.0,1.468,1.316,3.75,0.0,0.033,0.033,0.467,0.087,0,0,1,0,ORGANIC,0.1653
CAT,2023-08-14,0.652,-0.515,0.414,2,-0.055479,-0.00239,4.526,69.65,17.782,-0.407,0.586,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.4069
HD,2024-06-04,1.142,0.637,1.066,0,0.063033,0.00076,-1.787,41.64,8.858,-0.348,0.876,3.75,0.0,0.0,0.0,0.5,0.079,0,0,0,0,NEUTRAL,0.3329
PATH,2024-09-04,1.068,0.107,0.035,1,-0.004055,0.01027,5.534,71.86,21.708,-1.191,1.073,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.3444
BABA,2023-08-23,0.633,-0.753,-1.365,1,-0.08277,0.01978,-4.815,34.75,18.555,0.329,1.016,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.411
BB,2024-05-14,8.928,4.159,-3.007,3,1.870728,0.11275,19.593,71.43,22.136,23.226,2.475,3.75,0.0,0.0,0.067,0.4,0.088,0,0,1,0,HYPE,0.8644
PINS,2023-08-03,1.367,0.769,-1.111,2,0.211212,-0.02509,-4.091,42.26,12.781,-0.503,1.322,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4292
CVX,2024-11-01,1.936,3.094,-0.919,1,0.133049,0.02816,1.901,53.85,3.674,2.459,1.901,3.75,0.0,0.1,0.033,0.467,0.101,0,0,1,0,NEUTRAL,0.4062
CVNA,2023-11-01,1.478,1.714,-2.262,0,0.083705,-0.03813,-20.303,13.25,48.64,-1.815,0.919,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3741
ORCL,2024-01-24,1.481,2.019,-0.737,0,0.008894,0.02193,7.697,91.83,12.463,1.422,1.134,3.75,0.0,0.0,0.0,0.6,0.101,1,0,0,0,NEUTRAL,0.4115
HOOD,2024-01-03,0.664,-0.624,-4.025,0,-0.008471,-0.04802,-3.345,51.59,24.52,-5.578,0.821,3.75,0.0,0.033,0.0,0.667,0.108,0,0,0,0,NEUTRAL,0.4114
ROKU,2023-07-25,0.717,-0.558,-1.315,0,-0.122485,-0.02053,0.663,58.53,32.078,0.181,0.759,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.4406
CLF,2024-03-14,1.931,2.248,-1.838,2,0.301353,-0.03842,-3.191,44.29,8.959,-1.762,1.643,3.75,0.0,0.0,0.0,0.333,0.094,0,0,1,0,NEUTRAL,0.4324
BYND,2024-12-03,0.942,-0.146,-1.074,0,0.050749,-0.02037,-7.727,45.13,35.891,-1.411,0.541,3.75,0.0,0.033,0.0,0.533,0.136,0,0,0,0,NEUTRAL,0.4455
TSLA,2024-08-23,1.017,0.083,-3.569,0,0.019571,0.04484,4.011,62.53,22.708,1.804,0.774,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.445
AAL,2024-04-04,1.705,2.254,-0.625,0,0.115943,-0.02358,-4.831,47.66,14.216,0.565,1.644,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4004
